CHAR_TYPE_CD,EFFDT,ET_ZONE,VALUE,MONTH,YEAR
ETZONE,8/6/2022 0:0:0,1,0.19,8,2022
ETZONE,8/7/2022 0:0:0,1,0.2,8,2022
ETZONE,8/7/2022 0:0:0,2,0.23,8,2022
ETZONE,8/7/2022 0:0:0,3,0.24,8,2022
ETZONE,8/8/2022 0:0:0,3,0.23,8,2022
ETZONE,8/8/2022 0:0:0,2,0.23,8,2022
ETZONE,8/8/2022 0:0:0,1,0.19,8,2022
ETZONE,8/9/2022 0:0:0,2,0.24,8,2022
ETZONE,8/9/2022 0:0:0,3,0.24,8,2022
ETZONE,8/9/2022 0:0:0,1,0.2,8,2022
ETZONE,8/10/2022 0:0:0,2,0.23,8,2022
ETZONE,8/10/2022 0:0:0,3,0.24,8,2022
ETZONE,8/10/2022 0:0:0,1,0.2,8,2022
ETZONE,8/11/2022 0:0:0,3,0.27,8,2022
ETZONE,8/11/2022 0:0:0,2,0.24,8,2022
ETZONE,8/11/2022 0:0:0,1,0.2,8,2022
ETZONE,8/12/2022 0:0:0,1,0.2,8,2022
ETZONE,8/12/2022 0:0:0,3,0.24,8,2022
ETZONE,8/12/2022 0:0:0,2,0.23,8,2022
ETZONE,8/13/2022 0:0:0,3,0.24,8,2022
ETZONE,8/13/2022 0:0:0,1,0.19,8,2022
ETZONE,8/13/2022 0:0:0,2,0.23,8,2022
ETZONE,8/14/2022 0:0:0,2,0.23,8,2022
ETZONE,8/14/2022 0:0:0,1,0.19,8,2022
ETZONE,8/14/2022 0:0:0,3,0.24,8,2022
ETZONE,8/15/2022 0:0:0,3,0.23,8,2022
ETZONE,8/15/2022 0:0:0,2,0.22,8,2022
ETZONE,8/15/2022 0:0:0,1,0.18,8,2022
ETZONE,8/16/2022 0:0:0,1,0.18,8,2022
ETZONE,8/16/2022 0:0:0,2,0.22,8,2022
ETZONE,8/16/2022 0:0:0,3,0.24,8,2022
ETZONE,8/17/2022 0:0:0,3,0.24,8,2022
ETZONE,8/17/2022 0:0:0,1,0.18,8,2022
ETZONE,8/17/2022 0:0:0,2,0.22,8,2022
ETZONE,8/18/2022 0:0:0,1,0.18,8,2022
ETZONE,8/18/2022 0:0:0,2,0.21,8,2022
ETZONE,8/18/2022 0:0:0,3,0.23,8,2022
ETZONE,8/19/2022 0:0:0,1,0.17,8,2022
ETZONE,8/19/2022 0:0:0,3,0.21,8,2022
ETZONE,8/19/2022 0:0:0,2,0.2,8,2022
ETZONE,8/20/2022 0:0:0,1,0.15,8,2022
ETZONE,8/20/2022 0:0:0,2,0.19,8,2022
ETZONE,8/20/2022 0:0:0,3,0.19,8,2022
ETZONE,8/21/2022 0:0:0,1,0.07,8,2022
ETZONE,8/21/2022 0:0:0,2,0.14,8,2022
ETZONE,8/21/2022 0:0:0,3,0.17,8,2022
ETZONE,8/22/2022 0:0:0,3,0.2,8,2022
ETZONE,8/22/2022 0:0:0,2,0.17,8,2022
ETZONE,8/22/2022 0:0:0,1,0.13,8,2022
ETZONE,8/23/2022 0:0:0,3,0.21,8,2022
ETZONE,8/23/2022 0:0:0,2,0.19,8,2022
ETZONE,8/23/2022 0:0:0,1,0.16,8,2022
ETZONE,8/24/2022 0:0:0,2,0.2,8,2022
ETZONE,8/24/2022 0:0:0,3,0.19,8,2022
ETZONE,8/24/2022 0:0:0,1,0.16,8,2022
ETZONE,8/25/2022 0:0:0,2,0.21,8,2022
ETZONE,8/25/2022 0:0:0,1,0.17,8,2022
ETZONE,8/25/2022 0:0:0,3,0.21,8,2022
ETZONE,8/26/2022 0:0:0,3,0.22,8,2022
ETZONE,8/26/2022 0:0:0,1,0.17,8,2022
ETZONE,8/26/2022 0:0:0,2,0.21,8,2022
ETZONE,8/27/2022 0:0:0,3,0.2,8,2022
ETZONE,8/27/2022 0:0:0,1,0.15,8,2022
ETZONE,8/27/2022 0:0:0,2,0.2,8,2022
ETZONE,8/28/2022 0:0:0,3,0.19,8,2022
ETZONE,8/28/2022 0:0:0,1,0.14,8,2022
ETZONE,8/28/2022 0:0:0,2,0.19,8,2022
ETZONE,8/29/2022 0:0:0,2,0.19,8,2022
ETZONE,8/29/2022 0:0:0,1,0.16,8,2022
ETZONE,8/29/2022 0:0:0,3,0.2,8,2022
ETZONE,8/30/2022 0:0:0,2,0.22,8,2022
ETZONE,8/30/2022 0:0:0,3,0.24,8,2022
ETZONE,8/30/2022 0:0:0,1,0.18,8,2022
ETZONE,8/31/2022 0:0:0,1,0.2,8,2022
ETZONE,8/31/2022 0:0:0,2,0.25,8,2022
ETZONE,8/31/2022 0:0:0,3,0.27,8,2022
ETZONE,9/1/2022 0:0:0,2,0.22,9,2022
ETZONE,9/1/2022 0:0:0,1,0.2,9,2022
ETZONE,9/1/2022 0:0:0,3,0.21,9,2022
ETZONE,9/2/2022 0:0:0,1,0.2,9,2022
ETZONE,9/2/2022 0:0:0,2,0.22,9,2022
ETZONE,9/2/2022 0:0:0,3,0.23,9,2022
ETZONE,9/3/2022 0:0:0,2,0.18,9,2022
ETZONE,9/3/2022 0:0:0,1,0.18,9,2022
ETZONE,9/3/2022 0:0:0,3,0.19,9,2022
ETZONE,9/4/2022 0:0:0,3,0.21,9,2022
ETZONE,9/4/2022 0:0:0,2,0.21,9,2022
ETZONE,9/4/2022 0:0:0,1,0.14,9,2022
ETZONE,9/5/2022 0:0:0,1,0.19,9,2022
ETZONE,9/5/2022 0:0:0,2,0.22,9,2022
ETZONE,9/5/2022 0:0:0,3,0.22,9,2022
ETZONE,9/6/2022 0:0:0,1,0.18,9,2022
ETZONE,9/6/2022 0:0:0,3,0.2,9,2022
ETZONE,9/6/2022 0:0:0,2,0.2,9,2022
ETZONE,9/7/2022 0:0:0,3,0.19,9,2022
ETZONE,9/7/2022 0:0:0,2,0.19,9,2022
ETZONE,9/7/2022 0:0:0,1,0.18,9,2022
ETZONE,9/8/2022 0:0:0,1,0.15,9,2022
ETZONE,9/8/2022 0:0:0,2,0.18,9,2022
ETZONE,9/8/2022 0:0:0,3,0.19,9,2022
ETZONE,9/9/2022 0:0:0,3,0.1,9,2022
ETZONE,9/9/2022 0:0:0,1,0.09,9,2022
ETZONE,9/9/2022 0:0:0,2,0.08,9,2022
ETZONE,9/10/2022 0:0:0,1,0.07,9,2022
ETZONE,9/10/2022 0:0:0,3,0.07,9,2022
ETZONE,9/10/2022 0:0:0,2,0.08,9,2022
ETZONE,9/11/2022 0:0:0,3,0.17,9,2022
ETZONE,9/11/2022 0:0:0,2,0.18,9,2022
ETZONE,9/11/2022 0:0:0,1,0.16,9,2022
ETZONE,9/12/2022 0:0:0,1,0.15,9,2022
ETZONE,9/12/2022 0:0:0,2,0.17,9,2022
ETZONE,9/12/2022 0:0:0,3,0.15,9,2022
ETZONE,9/13/2022 0:0:0,2,0.16,9,2022
ETZONE,9/13/2022 0:0:0,3,0.16,9,2022
ETZONE,9/13/2022 0:0:0,1,0.15,9,2022
ETZONE,9/14/2022 0:0:0,1,0.15,9,2022
ETZONE,9/14/2022 0:0:0,3,0.16,9,2022
ETZONE,9/14/2022 0:0:0,2,0.17,9,2022
ETZONE,9/15/2022 0:0:0,1,0.16,9,2022
ETZONE,9/15/2022 0:0:0,2,0.17,9,2022
ETZONE,9/15/2022 0:0:0,3,0.17,9,2022
ETZONE,9/16/2022 0:0:0,2,0.17,9,2022
ETZONE,9/16/2022 0:0:0,1,0.14,9,2022
ETZONE,9/16/2022 0:0:0,3,0.17,9,2022
ETZONE,9/17/2022 0:0:0,3,0.14,9,2022
ETZONE,9/17/2022 0:0:0,2,0.16,9,2022
ETZONE,9/17/2022 0:0:0,1,0.12,9,2022
ETZONE,9/18/2022 0:0:0,3,0.15,9,2022
ETZONE,9/18/2022 0:0:0,2,0.16,9,2022
ETZONE,9/18/2022 0:0:0,1,0.1,9,2022
ETZONE,9/19/2022 0:0:0,2,0.18,9,2022
ETZONE,9/19/2022 0:0:0,1,0.15,9,2022
ETZONE,9/19/2022 0:0:0,3,0.17,9,2022
ETZONE,9/20/2022 0:0:0,1,0.16,9,2022
ETZONE,9/20/2022 0:0:0,2,0.18,9,2022
ETZONE,9/20/2022 0:0:0,3,0.18,9,2022
ETZONE,9/21/2022 0:0:0,1,0.16,9,2022
ETZONE,9/21/2022 0:0:0,3,0.19,9,2022
ETZONE,9/21/2022 0:0:0,2,0.19,9,2022
ETZONE,9/22/2022 0:0:0,1,0.17,9,2022
ETZONE,9/22/2022 0:0:0,2,0.19,9,2022
ETZONE,9/22/2022 0:0:0,3,0.19,9,2022
ETZONE,9/23/2022 0:0:0,3,0.19,9,2022
ETZONE,9/23/2022 0:0:0,1,0.16,9,2022
ETZONE,9/23/2022 0:0:0,2,0.18,9,2022
ETZONE,9/24/2022 0:0:0,3,0.2,9,2022
ETZONE,9/24/2022 0:0:0,1,0.16,9,2022
ETZONE,9/24/2022 0:0:0,2,0.19,9,2022
ETZONE,9/25/2022 0:0:0,2,0.19,9,2022
ETZONE,9/25/2022 0:0:0,3,0.2,9,2022
ETZONE,9/25/2022 0:0:0,1,0.16,9,2022
ETZONE,9/26/2022 0:0:0,3,0.2,9,2022
ETZONE,9/26/2022 0:0:0,1,0.16,9,2022
ETZONE,9/26/2022 0:0:0,2,0.18,9,2022
ETZONE,9/27/2022 0:0:0,1,0.16,9,2022
ETZONE,9/27/2022 0:0:0,3,0.19,9,2022
ETZONE,9/27/2022 0:0:0,2,0.18,9,2022
ETZONE,9/28/2022 0:0:0,3,0.19,9,2022
ETZONE,9/28/2022 0:0:0,2,0.18,9,2022
ETZONE,9/28/2022 0:0:0,1,0.16,9,2022
ETZONE,9/29/2022 0:0:0,3,0.17,9,2022
ETZONE,9/29/2022 0:0:0,1,0.12,9,2022
ETZONE,9/29/2022 0:0:0,2,0.15,9,2022
ETZONE,9/30/2022 0:0:0,3,0.14,9,2022
ETZONE,9/30/2022 0:0:0,1,0.1,9,2022
ETZONE,9/30/2022 0:0:0,2,0.14,9,2022
ETZONE,10/1/2022 0:0:0,1,0.12,10,2022
ETZONE,10/1/2022 0:0:0,3,0.14,10,2022
ETZONE,10/1/2022 0:0:0,2,0.14,10,2022
ETZONE,10/2/2022 0:0:0,2,0.14,10,2022
ETZONE,10/2/2022 0:0:0,1,0.1,10,2022
ETZONE,10/2/2022 0:0:0,3,0.15,10,2022
ETZONE,10/3/2022 0:0:0,2,0.14,10,2022
ETZONE,10/3/2022 0:0:0,1,0.13,10,2022
ETZONE,10/3/2022 0:0:0,3,0.15,10,2022
ETZONE,10/4/2022 0:0:0,2,0.15,10,2022
ETZONE,10/4/2022 0:0:0,1,0.13,10,2022
ETZONE,10/4/2022 0:0:0,3,0.15,10,2022
ETZONE,10/5/2022 0:0:0,1,0.12,10,2022
ETZONE,10/5/2022 0:0:0,3,0.14,10,2022
ETZONE,10/5/2022 0:0:0,2,0.14,10,2022
ETZONE,10/6/2022 0:0:0,3,0.14,10,2022
ETZONE,10/6/2022 0:0:0,2,0.12,10,2022
ETZONE,10/6/2022 0:0:0,1,0.07,10,2022
ETZONE,10/7/2022 0:0:0,3,0.14,10,2022
ETZONE,10/7/2022 0:0:0,2,0.14,10,2022
ETZONE,10/7/2022 0:0:0,1,0.13,10,2022
ETZONE,10/8/2022 0:0:0,1,0.13,10,2022
ETZONE,10/8/2022 0:0:0,2,0.14,10,2022
ETZONE,10/8/2022 0:0:0,3,0.15,10,2022
ETZONE,10/9/2022 0:0:0,1,0.11,10,2022
ETZONE,10/9/2022 0:0:0,3,0.14,10,2022
ETZONE,10/9/2022 0:0:0,2,0.13,10,2022
ETZONE,10/10/2022 0:0:0,2,0.11,10,2022
ETZONE,10/10/2022 0:0:0,1,0.09,10,2022
ETZONE,10/10/2022 0:0:0,3,0.12,10,2022
ETZONE,10/11/2022 0:0:0,1,0.04,10,2022
ETZONE,10/11/2022 0:0:0,2,0.08,10,2022
ETZONE,10/11/2022 0:0:0,3,0.09,10,2022
ETZONE,10/12/2022 0:0:0,2,0.12,10,2022
ETZONE,10/12/2022 0:0:0,1,0.08,10,2022
ETZONE,10/12/2022 0:0:0,3,0.11,10,2022
ETZONE,10/13/2022 0:0:0,3,0.09,10,2022
ETZONE,10/13/2022 0:0:0,2,0.08,10,2022
ETZONE,10/13/2022 0:0:0,1,0.04,10,2022
ETZONE,10/14/2022 0:0:0,3,0.04,10,2022
ETZONE,10/14/2022 0:0:0,2,0.04,10,2022
ETZONE,10/14/2022 0:0:0,1,0.02,10,2022
ETZONE,10/15/2022 0:0:0,1,0.04,10,2022
ETZONE,10/15/2022 0:0:0,3,0.03,10,2022
ETZONE,10/15/2022 0:0:0,2,0.04,10,2022
ETZONE,10/16/2022 0:0:0,1,0.05,10,2022
ETZONE,10/16/2022 0:0:0,2,0.06,10,2022
ETZONE,10/16/2022 0:0:0,3,0.04,10,2022
ETZONE,10/17/2022 0:0:0,1,0.12,10,2022
ETZONE,10/17/2022 0:0:0,3,0.13,10,2022
ETZONE,10/17/2022 0:0:0,2,0.13,10,2022
ETZONE,10/18/2022 0:0:0,3,0.16,10,2022
ETZONE,10/18/2022 0:0:0,1,0.13,10,2022
ETZONE,10/18/2022 0:0:0,2,0.15,10,2022
ETZONE,10/19/2022 0:0:0,3,0.17,10,2022
ETZONE,10/19/2022 0:0:0,1,0.15,10,2022
ETZONE,10/19/2022 0:0:0,2,0.17,10,2022
ETZONE,10/20/2022 0:0:0,3,0.17,10,2022
ETZONE,10/20/2022 0:0:0,1,0.13,10,2022
ETZONE,10/20/2022 0:0:0,2,0.16,10,2022
ETZONE,10/21/2022 0:0:0,1,0.11,10,2022
ETZONE,10/21/2022 0:0:0,3,0.11,10,2022
ETZONE,10/21/2022 0:0:0,2,0.12,10,2022
ETZONE,10/22/2022 0:0:0,3,0.05,10,2022
ETZONE,10/22/2022 0:0:0,2,0.09,10,2022
ETZONE,10/22/2022 0:0:0,1,0.05,10,2022
ETZONE,10/23/2022 0:0:0,3,0.07,10,2022
ETZONE,10/23/2022 0:0:0,1,0.11,10,2022
ETZONE,10/23/2022 0:0:0,2,0.1,10,2022
ETZONE,10/24/2022 0:0:0,2,0.16,10,2022
ETZONE,10/24/2022 0:0:0,1,0.14,10,2022
ETZONE,10/24/2022 0:0:0,3,0.16,10,2022
ETZONE,10/25/2022 0:0:0,3,0.13,10,2022
ETZONE,10/25/2022 0:0:0,2,0.13,10,2022
ETZONE,10/25/2022 0:0:0,1,0.12,10,2022
ETZONE,10/26/2022 0:0:0,3,0.12,10,2022
ETZONE,10/26/2022 0:0:0,2,0.12,10,2022
ETZONE,10/26/2022 0:0:0,1,0.11,10,2022
ETZONE,10/27/2022 0:0:0,2,0.12,10,2022
ETZONE,10/27/2022 0:0:0,3,0.11,10,2022
ETZONE,10/27/2022 0:0:0,1,0.1,10,2022
ETZONE,10/28/2022 0:0:0,1,0.1,10,2022
ETZONE,10/28/2022 0:0:0,2,0.12,10,2022
ETZONE,10/28/2022 0:0:0,3,0.12,10,2022
ETZONE,10/29/2022 0:0:0,2,0.12,10,2022
ETZONE,10/29/2022 0:0:0,3,0.12,10,2022
ETZONE,10/29/2022 0:0:0,1,0.1,10,2022
ETZONE,10/30/2022 0:0:0,2,0.12,10,2022
ETZONE,10/30/2022 0:0:0,3,0.13,10,2022
ETZONE,10/30/2022 0:0:0,1,0.11,10,2022
ETZONE,10/31/2022 0:0:0,1,0.09,10,2022
ETZONE,10/31/2022 0:0:0,3,0.11,10,2022
ETZONE,10/31/2022 0:0:0,2,0.1,10,2022
ETZONE,11/1/2022 0:0:0,1,0.06,11,2022
ETZONE,11/1/2022 0:0:0,2,0.11,11,2022
ETZONE,11/1/2022 0:0:0,3,0.1,11,2022
ETZONE,11/2/2022 0:0:0,2,0.08,11,2022
ETZONE,11/2/2022 0:0:0,1,0.07,11,2022
ETZONE,11/2/2022 0:0:0,3,0.06,11,2022
ETZONE,11/3/2022 0:0:0,1,0.09,11,2022
ETZONE,11/3/2022 0:0:0,2,0.12,11,2022
ETZONE,11/3/2022 0:0:0,3,0.11,11,2022
ETZONE,11/4/2022 0:0:0,1,0.09,11,2022
ETZONE,11/4/2022 0:0:0,3,0.11,11,2022
ETZONE,11/4/2022 0:0:0,2,0.11,11,2022
ETZONE,11/5/2022 0:0:0,3,0.11,11,2022
ETZONE,11/5/2022 0:0:0,1,0.09,11,2022
ETZONE,11/5/2022 0:0:0,2,0.11,11,2022
ETZONE,11/6/2022 0:0:0,3,0.1,11,2022
ETZONE,11/6/2022 0:0:0,2,0.1,11,2022
ETZONE,11/6/2022 0:0:0,1,0.09,11,2022
ETZONE,11/7/2022 0:0:0,1,0.02,11,2022
ETZONE,11/7/2022 0:0:0,2,0.05,11,2022
ETZONE,11/7/2022 0:0:0,3,0.03,11,2022
ETZONE,11/8/2022 0:0:0,1,0.02,11,2022
ETZONE,11/8/2022 0:0:0,3,0.02,11,2022
ETZONE,11/8/2022 0:0:0,2,0.04,11,2022
ETZONE,11/9/2022 0:0:0,1,0.07,11,2022
ETZONE,11/9/2022 0:0:0,3,0.07,11,2022
ETZONE,11/9/2022 0:0:0,2,0.08,11,2022
ETZONE,11/10/2022 0:0:0,1,0.09,11,2022
ETZONE,11/10/2022 0:0:0,2,0.1,11,2022
ETZONE,11/10/2022 0:0:0,3,0.1,11,2022
ETZONE,11/11/2022 0:0:0,3,0.1,11,2022
ETZONE,11/11/2022 0:0:0,2,0.11,11,2022
ETZONE,11/11/2022 0:0:0,1,0.09,11,2022
ETZONE,11/12/2022 0:0:0,1,0.09,11,2022
ETZONE,11/12/2022 0:0:0,2,0.11,11,2022
ETZONE,11/12/2022 0:0:0,3,0.1,11,2022
ETZONE,11/13/2022 0:0:0,3,0.09,11,2022
ETZONE,11/13/2022 0:0:0,1,0.07,11,2022
ETZONE,11/13/2022 0:0:0,2,0.09,11,2022
ETZONE,11/14/2022 0:0:0,2,0.1,11,2022
ETZONE,11/14/2022 0:0:0,1,0.09,11,2022
ETZONE,11/14/2022 0:0:0,3,0.1,11,2022
ETZONE,11/15/2022 0:0:0,1,0.09,11,2022
ETZONE,11/15/2022 0:0:0,3,0.12,11,2022
ETZONE,11/15/2022 0:0:0,2,0.12,11,2022
ETZONE,11/16/2022 0:0:0,2,0.17,11,2022
ETZONE,11/16/2022 0:0:0,3,0.15,11,2022
ETZONE,11/16/2022 0:0:0,1,0.12,11,2022
ETZONE,11/17/2022 0:0:0,2,0.11,11,2022
ETZONE,11/17/2022 0:0:0,1,0.09,11,2022
ETZONE,11/17/2022 0:0:0,3,0.11,11,2022
ETZONE,11/18/2022 0:0:0,2,0.1,11,2022
ETZONE,11/18/2022 0:0:0,1,0.09,11,2022
ETZONE,11/18/2022 0:0:0,3,0.1,11,2022
ETZONE,11/19/2022 0:0:0,3,0.15,11,2022
ETZONE,11/19/2022 0:0:0,2,0.17,11,2022
ETZONE,11/19/2022 0:0:0,1,0.12,11,2022
ETZONE,11/20/2022 0:0:0,2,0.12,11,2022
ETZONE,11/20/2022 0:0:0,3,0.11,11,2022
ETZONE,11/20/2022 0:0:0,1,0.1,11,2022
ETZONE,11/21/2022 0:0:0,3,0.1,11,2022
ETZONE,11/21/2022 0:0:0,2,0.09,11,2022
ETZONE,11/21/2022 0:0:0,1,0.08,11,2022
ETZONE,11/22/2022 0:0:0,2,0.1,11,2022
ETZONE,11/22/2022 0:0:0,3,0.1,11,2022
ETZONE,11/22/2022 0:0:0,1,0.09,11,2022
ETZONE,11/23/2022 0:0:0,2,0.09,11,2022
ETZONE,11/23/2022 0:0:0,3,0.1,11,2022
ETZONE,11/23/2022 0:0:0,1,0.08,11,2022
ETZONE,11/24/2022 0:0:0,1,0.12,11,2022
ETZONE,11/24/2022 0:0:0,2,0.13,11,2022
ETZONE,11/24/2022 0:0:0,3,0.12,11,2022
ETZONE,11/25/2022 0:0:0,3,0.12,11,2022
ETZONE,11/25/2022 0:0:0,1,0.1,11,2022
ETZONE,11/25/2022 0:0:0,2,0.13,11,2022
ETZONE,11/26/2022 0:0:0,2,0.09,11,2022
ETZONE,11/26/2022 0:0:0,3,0.09,11,2022
ETZONE,11/26/2022 0:0:0,1,0.09,11,2022
ETZONE,11/27/2022 0:0:0,3,0.09,11,2022
ETZONE,11/27/2022 0:0:0,2,0.08,11,2022
ETZONE,11/27/2022 0:0:0,1,0.08,11,2022
ETZONE,11/28/2022 0:0:0,3,0.05,11,2022
ETZONE,11/28/2022 0:0:0,1,0.04,11,2022
ETZONE,11/28/2022 0:0:0,2,0.06,11,2022
ETZONE,11/29/2022 0:0:0,3,0.05,11,2022
ETZONE,11/29/2022 0:0:0,1,0.06,11,2022
ETZONE,11/29/2022 0:0:0,2,0.07,11,2022
ETZONE,11/30/2022 0:0:0,1,0.04,11,2022
ETZONE,11/30/2022 0:0:0,3,0.06,11,2022
ETZONE,11/30/2022 0:0:0,2,0.07,11,2022
ETZONE,12/1/2022 0:0:0,3,0.04,12,2022
ETZONE,12/1/2022 0:0:0,1,0.06,12,2022
ETZONE,12/1/2022 0:0:0,2,0.05,12,2022
ETZONE,12/2/2022 0:0:0,1,0.03,12,2022
ETZONE,12/2/2022 0:0:0,2,0.05,12,2022
ETZONE,12/2/2022 0:0:0,3,0.04,12,2022
ETZONE,12/3/2022 0:0:0,3,0.07,12,2022
ETZONE,12/3/2022 0:0:0,1,0.06,12,2022
ETZONE,12/3/2022 0:0:0,2,0.07,12,2022
ETZONE,12/4/2022 0:0:0,3,0.06,12,2022
ETZONE,12/4/2022 0:0:0,1,0.06,12,2022
ETZONE,12/4/2022 0:0:0,2,0.06,12,2022
ETZONE,12/5/2022 0:0:0,1,0.06,12,2022
ETZONE,12/5/2022 0:0:0,3,0.04,12,2022
ETZONE,12/5/2022 0:0:0,2,0.07,12,2022
ETZONE,12/6/2022 0:0:0,3,0.03,12,2022
ETZONE,12/6/2022 0:0:0,1,0.04,12,2022
ETZONE,12/6/2022 0:0:0,2,0.04,12,2022
ETZONE,12/7/2022 0:0:0,3,0.07,12,2022
ETZONE,12/7/2022 0:0:0,2,0.06,12,2022
ETZONE,12/7/2022 0:0:0,1,0.06,12,2022
ETZONE,12/8/2022 0:0:0,2,0.08,12,2022
ETZONE,12/8/2022 0:0:0,3,0.07,12,2022
ETZONE,12/8/2022 0:0:0,1,0.07,12,2022
ETZONE,12/9/2022 0:0:0,1,0.06,12,2022
ETZONE,12/9/2022 0:0:0,2,0.08,12,2022
ETZONE,12/9/2022 0:0:0,3,0.07,12,2022
ETZONE,12/10/2022 0:0:0,1,0.06,12,2022
ETZONE,12/10/2022 0:0:0,3,0.07,12,2022
ETZONE,12/10/2022 0:0:0,2,0.07,12,2022
ETZONE,12/11/2022 0:0:0,1,0.02,12,2022
ETZONE,12/11/2022 0:0:0,3,0.02,12,2022
ETZONE,12/11/2022 0:0:0,2,0.03,12,2022
ETZONE,12/12/2022 0:0:0,1,0.04,12,2022
ETZONE,12/12/2022 0:0:0,2,0.04,12,2022
ETZONE,12/12/2022 0:0:0,3,0.03,12,2022
ETZONE,12/13/2022 0:0:0,1,0.05,12,2022
ETZONE,12/13/2022 0:0:0,2,0.07,12,2022
ETZONE,12/13/2022 0:0:0,3,0.06,12,2022
ETZONE,12/14/2022 0:0:0,3,0.07,12,2022
ETZONE,12/14/2022 0:0:0,2,0.08,12,2022
ETZONE,12/14/2022 0:0:0,1,0.06,12,2022
ETZONE,12/15/2022 0:0:0,3,0.06,12,2022
ETZONE,12/15/2022 0:0:0,2,0.06,12,2022
ETZONE,12/15/2022 0:0:0,1,0.05,12,2022
ETZONE,12/16/2022 0:0:0,2,0.08,12,2022
ETZONE,12/16/2022 0:0:0,1,0.07,12,2022
ETZONE,12/16/2022 0:0:0,3,0.08,12,2022
ETZONE,12/17/2022 0:0:0,3,0.06,12,2022
ETZONE,12/17/2022 0:0:0,2,0.06,12,2022
ETZONE,12/17/2022 0:0:0,1,0.05,12,2022
ETZONE,12/18/2022 0:0:0,3,0.07,12,2022
ETZONE,12/18/2022 0:0:0,2,0.08,12,2022
ETZONE,12/18/2022 0:0:0,1,0.07,12,2022
ETZONE,12/19/2022 0:0:0,2,0.08,12,2022
ETZONE,12/19/2022 0:0:0,3,0.08,12,2022
ETZONE,12/19/2022 0:0:0,1,0.06,12,2022
ETZONE,12/20/2022 0:0:0,2,0.08,12,2022
ETZONE,12/20/2022 0:0:0,3,0.08,12,2022
ETZONE,12/20/2022 0:0:0,1,0.07,12,2022
ETZONE,12/21/2022 0:0:0,3,0.08,12,2022
ETZONE,12/21/2022 0:0:0,2,0.08,12,2022
ETZONE,12/21/2022 0:0:0,1,0.07,12,2022
ETZONE,12/22/2022 0:0:0,2,0.07,12,2022
ETZONE,12/22/2022 0:0:0,3,0.07,12,2022
ETZONE,12/22/2022 0:0:0,1,0.07,12,2022
ETZONE,12/23/2022 0:0:0,3,0.08,12,2022
ETZONE,12/23/2022 0:0:0,2,0.07,12,2022
ETZONE,12/23/2022 0:0:0,1,0.06,12,2022
ETZONE,12/24/2022 0:0:0,3,0.09,12,2022
ETZONE,12/24/2022 0:0:0,2,0.08,12,2022
ETZONE,12/24/2022 0:0:0,1,0.07,12,2022
ETZONE,12/25/2022 0:0:0,3,0.09,12,2022
ETZONE,12/25/2022 0:0:0,1,0.07,12,2022
ETZONE,12/25/2022 0:0:0,2,0.08,12,2022
ETZONE,12/26/2022 0:0:0,3,0.07,12,2022
ETZONE,12/26/2022 0:0:0,2,0.06,12,2022
ETZONE,12/26/2022 0:0:0,1,0.06,12,2022
ETZONE,12/27/2022 0:0:0,1,0.05,12,2022
ETZONE,12/27/2022 0:0:0,3,0.04,12,2022
ETZONE,12/27/2022 0:0:0,2,0.05,12,2022
ETZONE,12/28/2022 0:0:0,1,0.04,12,2022
ETZONE,12/28/2022 0:0:0,3,0.05,12,2022
ETZONE,12/28/2022 0:0:0,2,0.06,12,2022
ETZONE,12/29/2022 0:0:0,1,0.03,12,2022
ETZONE,12/29/2022 0:0:0,3,0.03,12,2022
ETZONE,12/29/2022 0:0:0,2,0.04,12,2022
ETZONE,12/30/2022 0:0:0,1,0.02,12,2022
ETZONE,12/30/2022 0:0:0,3,0.03,12,2022
ETZONE,12/30/2022 0:0:0,2,0.03,12,2022
ETZONE,12/31/2022 0:0:0,2,0.03,12,2022
ETZONE,12/31/2022 0:0:0,3,0.02,12,2022
ETZONE,12/31/2022 0:0:0,1,0.02,12,2022
ETZONE,1/1/2023 0:0:0,2,0.06,1,2023
ETZONE,1/1/2023 0:0:0,3,0.03,1,2023
ETZONE,1/1/2023 0:0:0,1,0.03,1,2023
ETZONE,1/2/2023 0:0:0,1,0.04,1,2023
ETZONE,1/2/2023 0:0:0,3,0.04,1,2023
ETZONE,1/2/2023 0:0:0,2,0.05,1,2023
ETZONE,1/3/2023 0:0:0,1,0.02,1,2023
ETZONE,1/3/2023 0:0:0,3,0.02,1,2023
ETZONE,1/3/2023 0:0:0,2,0.04,1,2023
ETZONE,1/4/2023 0:0:0,3,0.03,1,2023
ETZONE,1/4/2023 0:0:0,1,0.02,1,2023
ETZONE,1/4/2023 0:0:0,2,0.04,1,2023
ETZONE,1/5/2023 0:0:0,1,0.02,1,2023
ETZONE,1/5/2023 0:0:0,2,0.04,1,2023
ETZONE,1/5/2023 0:0:0,3,0.03,1,2023
ETZONE,1/6/2023 0:0:0,1,0.06,1,2023
ETZONE,1/6/2023 0:0:0,2,0.08,1,2023
ETZONE,1/6/2023 0:0:0,3,0.07,1,2023
ETZONE,1/7/2023 0:0:0,3,0.06,1,2023
ETZONE,1/7/2023 0:0:0,1,0.06,1,2023
ETZONE,1/7/2023 0:0:0,2,0.07,1,2023
ETZONE,1/8/2023 0:0:0,3,0.07,1,2023
ETZONE,1/8/2023 0:0:0,2,0.07,1,2023
